"","State","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","VotingAgeCitizen","Income","IncomeErr","IncomePerCap","IncomePerCapErr","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment","TotalPop"
"111","North Dakota",46218,46154,2.2,89.9,1.7,3.7,0.7,0,70032,67308,1651,36483,859,8.5,8.9,39.6,16,23.3,11.7,9.4,85,8.7,0.3,1.5,0.9,3.7,17.2,51229,77.1,17.8,5,0,1.8,92372
"112","Utah",1114,1193,8.9,88.9,0.1,0,0,0,1540,52917,11088,19512,2746,18,20.5,29.2,11.9,23.7,25.9,9.2,70.3,10.5,0,6.3,3.6,9.4,21.6,671,79.9,14.5,5.7,0,1.8,2307
"113","Kansas",2658,2788,3.2,94.1,0.4,0.3,0.3,0.1,4110,46806,1293,24795,1258,8.1,10.8,32.9,17,21.8,14.3,14.1,79.8,8.2,0,5.5,0.5,6,14.1,2770,71,18.8,10.3,0,1.8,5446
"114","South Dakota",2246,2036,2.8,96.8,0,0.1,0,0,3252,57969,4442,29204,2158,10,13,36.8,11.4,17.3,18,16.4,75.3,12.7,0,1.7,0.5,9.8,19.5,2307,75,9.9,15,0,1.8,4282
"115","North Dakota",1003,912,2.6,97.4,0,0,0,0,1520,65437,4592,40479,5171,3.8,5,38.8,14.5,18.1,18.8,9.8,66.1,10.1,0.3,8.8,0.9,13.8,17.9,1056,63.5,14.8,21.5,0.2,1.8,1915
"116","North Dakota",1693,1696,0.3,96.7,0,0.1,0.9,0,2696,46581,4189,29622,3291,11.9,3.5,41.4,14.6,23.4,13.4,7.3,67.7,4.8,0.1,11.3,0.6,15.5,15.8,1528,60.1,16,23.7,0.2,1.8,3389
"117","South Dakota",18909,19728,2.5,88.6,1.6,3.4,2.6,0,28734,53807,2779,31493,1875,11,11.4,33.2,15.9,24,10.2,16.6,83.2,8.3,0.2,2.4,1.9,3.9,12.9,20738,81.1,11.7,7,0.3,1.8,38637
"118","South Dakota",2781,2699,0.3,82.1,0,13.3,0,0,4216,48409,5198,27613,2659,19.7,29.1,42.6,13.7,16.9,16.1,10.7,76.8,8.8,1.3,4.7,0.5,7.9,15.4,2859,62.3,16.6,20.8,0.3,1.8,5480
"119","Colorado",676,696,24.4,74.9,0,0.4,0,0,1002,45994,4071,24299,3523,12.8,22.5,30.6,15.3,16.8,28.4,8.9,61.2,4.1,0.1,14.1,4,16.5,28.9,707,72.3,20.7,6.6,0.4,1.8,1372
"120","Kansas",5083,5012,1.8,95.6,0.5,0.5,0.3,0,7399,53368,2967,27438,1642,10.8,12.5,35.5,15.1,21.7,11.1,16.5,77.2,10.9,0.5,6.4,0.5,4.6,15.9,5137,76,14.4,9.1,0.5,1.8,10095
"121","South Dakota",2527,2473,2.1,95.1,0,0.5,1.6,0,3898,58794,3490,33333,2037,9.5,10.8,38.8,12.6,17.2,15.2,16.2,73.8,9.1,0.2,5,0.5,11.4,20.6,2662,69.1,13.2,17.1,0.6,1.8,5000
"122","Texas",974,955,10,86.6,1.2,1.3,0,0,1501,68750,10647,31219,2569,7.5,13.6,32.9,15.3,18,25,8.9,68.8,17.4,0,2.3,0.2,11.3,27.4,968,63.8,26.3,8.6,1.2,1.8,1929
"123","Kansas",841,900,8.4,90.8,0,0,0,0,1284,51563,12113,28388,2574,8.1,15.2,38.8,17.4,18.4,15.4,10,84,6.7,0,4.3,0.6,4.3,13.4,923,71.2,19.1,8.3,1.4,1.8,1741
"124","Alaska",3539,2245,13.5,24.8,5,11.5,37.7,2.6,3565,85192,5274,35998,1581,7.5,9.9,17.4,14.9,17,14.4,36.2,45.4,9,0.2,41.6,3.1,0.7,7.8,3961,79.7,16.9,3.4,0,1.9,5784
"125","Nebraska",3213,3193,3.2,95.3,0.2,0.3,0.4,0,4851,46949,2107,28091,2085,11.5,14.6,36.2,15,18.9,17.2,12.7,76.7,7.4,0,4.9,1.2,9.8,16,3203,72,13.1,14.8,0.1,1.9,6406
"126","Texas",2888,3145,9.7,86.4,0.6,0.4,0.5,0.2,4433,67010,6981,31788,2489,6.4,7.8,37.8,9.1,24.1,17.5,11.5,86.2,10.2,0.1,0.2,0,3.3,19.7,2896,71.3,20.3,8.1,0.2,1.9,6033
"127","Minnesota",4641,4792,2.8,94.1,1,0.7,1,0,6970,56753,3817,29000,1574,11,12.6,35.3,15.9,20.4,13,15.4,80,8.9,0.7,2.4,1.2,6.7,19.2,4779,76.9,12.9,10,0.2,1.9,9433
"128","Kansas",3856,3991,5.5,91.2,1.4,0.8,0.5,0,5904,52465,7317,26718,2259,11.1,6.5,32.5,23.1,24.3,9.3,10.8,79.2,7.6,0,4,2.6,6.6,11.1,4393,68.7,19.1,12,0.2,1.9,7847
"129","Texas",2856,2691,45.1,53.7,0.6,0.5,0,0.1,3585,71115,10287,28560,2865,7,7.8,29.3,13.6,19.8,24.9,12.4,81.6,10.9,0,3.4,0.8,3.3,17.9,2527,76.4,12,11.4,0.3,1.9,5547
"130","Utah",1403,1297,5.4,91.8,0.1,0.2,0.9,1.1,1898,42444,3902,22195,2302,9.2,9.2,30,21.4,20.8,16.9,10.9,75.9,12.3,0,5.6,0.6,5.7,16.3,1215,70.3,19.1,10.2,0.4,1.9,2700
"131","Nebraska",344,299,0.6,97.4,0,0.3,0,0,511,53173,5046,29243,3719,12.4,18.9,41.8,9.9,19.5,20.1,8.8,60.9,14,0,8.4,0,16.8,14.3,364,53.6,25.8,20.1,0.5,1.9,643
"132","Utah",966,894,3.6,95.8,0.2,0.1,0,0,1427,41750,4885,17455,1990,12.9,18.1,38.7,23.7,21.5,10.7,5.3,81.1,10.6,0,6.1,0.5,1.8,24.5,636,74.1,19.7,5.7,0.6,1.9,1860
"133","Kansas",1381,1240,33.7,63.8,0.7,0.2,0,0,1520,48160,3910,21694,2207,9.3,13.6,33.5,15.4,15.6,24.2,11.3,64.9,16.8,0,4.3,1.4,12.5,14.1,1284,72.7,16.5,10.1,0.6,1.9,2621
"134","Nebraska",970,988,2.1,96.6,0.2,0,0.3,0,1572,46509,3659,25856,2259,7.2,5.3,34.6,16.6,20.8,14.5,13.5,72.6,5.1,0.5,8.7,2.1,11,11.5,1006,62.5,17.2,19.6,0.7,1.9,1958
"135","Alaska",1168,1135,0.7,82.7,0.2,2.2,4.7,0,1807,83295,6362,33084,7124,15.5,4.8,23.1,35.2,20.9,10.1,10.8,35,8.8,0.5,46.4,1.1,8.2,16.1,1529,74.9,18.2,6.1,0.8,1.9,2303
"136","South Dakota",3221,3257,1.9,95,0.1,1.9,0,0.2,4936,52000,2842,31957,2186,9.9,12.9,36.4,17.9,19.5,14.1,12.1,76.9,7.3,0,4.7,0.4,10.6,15.9,3204,62.3,20.9,15.6,1.2,1.9,6478
"137","Montana",1144,1101,0.9,98.6,0,0,0,0,1872,46641,7890,36525,12006,13.9,18,33.3,24.8,14.3,23,4.6,47.6,7.3,0.8,34.9,0,9.4,10.7,1129,69.1,14.3,8.6,8,1.9,2245
"138","Texas",4369,2370,54,40.5,4.5,0.1,0.6,0,3472,53832,4373,20635,4165,13.5,26.1,30.3,22.3,15.5,15.2,16.7,71.5,23.8,0,2,2.6,0.1,17.4,2445,72.2,16.7,11.1,0,2,6739
"139","Nebraska",4566,4583,3.2,95.2,0.7,0.1,0.1,0,6904,61944,4773,31989,1425,7.2,12.3,35.7,16.8,21.6,10.4,15.5,81.3,6.2,0,5.3,1.2,5.9,17.6,4856,81.1,10.6,8.3,0.1,2,9149
"140","Iowa",10306,10269,2.2,95.2,1,0.2,1.1,0,16402,60788,2808,29052,1164,8,7.9,36.4,16.4,21.9,10.9,14.4,68.1,6.6,0.1,14.8,1.5,9,17.9,11957,81.2,9.7,9,0.1,2,20575
"141","South Dakota",1167,1088,2.1,95.2,1,0.1,0.3,0,1648,50658,4509,28633,4110,11.6,16.7,36.5,15,19.4,12,17.2,76.3,7.9,0.5,4.4,2,8.9,21.3,1116,70.7,9.5,19.7,0.1,2,2255
"142","Wisconsin",24812,24925,4.1,91.4,0.8,0.6,2.2,0,36855,70662,2590,32713,991,5.9,8.4,34.9,12.4,23.9,8.5,20.2,86.7,6.8,0.2,1.1,1,4.2,20.2,27483,86.2,9.4,4.2,0.2,2,49737
"143","Minnesota",5994,6046,6.3,88.8,0.6,1.4,0.7,1,8897,57601,5017,29354,1772,11.1,17.5,32.1,20,18.6,12,17.3,79.4,8.5,1,3.3,0.9,6.9,15.3,6270,77.4,14.3,8.1,0.3,2,12040
"144","Nebraska",4772,4637,5.5,90.2,2.1,0.5,0.5,0,7439,58093,6827,27292,2446,13.5,8,34.4,17.5,22.5,12.4,13.2,78.9,8.8,0,4.7,0.1,7.5,17.5,5224,71.2,17.8,10.8,0.3,2,9409
"145","North Dakota",2036,2053,1.2,97.7,0,0.4,0,0,3285,54464,4163,33580,3147,5.8,0.4,33.4,16.2,25.6,12.5,12.2,70.7,12.3,0,8.5,1.5,7,14.9,2033,72,13.5,14.1,0.4,2,4089
"146","North Dakota",18015,14901,6.1,82.6,3.4,2.8,0.7,0,23587,89874,5659,44474,3159,9,11.1,31.3,14.2,16.5,20.6,17.4,81.3,9.6,0.2,4.9,0.6,3.5,18.5,17779,81.1,10.7,7.7,0.5,2,32916
"147","Nebraska",1811,1658,3.7,94.2,0.9,0.3,0.3,0,2681,46750,4400,26375,1935,12.9,19.9,32.9,16.3,21.5,17.4,11.8,78.9,10.1,0.3,4.3,0.6,5.8,16.8,1613,70.1,16.9,12.5,0.5,2,3469
"148","Colorado",2249,2078,20.1,77.4,0.2,0.3,0.4,0,2981,50076,8749,27790,2720,8.1,3.2,32.2,20.2,20.4,16.4,10.8,71.5,16.4,0,7.7,1.4,3,15.8,2104,70.9,15.5,13.2,0.5,2,4327
"149","Nebraska",1764,1805,2.5,96.9,0.1,0.3,0.1,0.1,2733,45428,4703,26852,2026,11.7,9.1,35.3,14.3,23.8,13.3,13.2,80.9,8.2,0,4.4,0.8,5.6,19.4,1792,71,14.2,13.8,1,2,3569
"150","South Dakota",2626,2654,2.5,84.8,0,9.8,0.3,0,3887,50870,3978,26074,2970,14.6,18.4,37.9,20.3,20.5,12.4,8.8,74,7.7,1.4,2.9,5.9,8.2,13.4,2691,65.9,15,15.2,3.9,2,5280
"151","Kansas",996,1111,37.4,59.2,0.4,0.3,0,0,1284,42222,3345,21062,2617,10.8,10.7,40.1,12.5,17.7,23.3,6.3,76.4,11.2,1,3.2,2.3,5.8,11.1,999,58.2,20.3,21.5,0,2.1,2107
"152","South Dakota",8599,8973,2.9,83.1,0.5,10.3,0.4,0,13222,59741,3337,32000,1946,11.3,17.9,43.1,14.2,24.3,11.1,7.2,82.3,10.9,0.8,3.4,0.3,2.1,10.8,9402,62.2,33.1,4.6,0.1,2.1,17572
"153","Kansas",1282,1215,4.4,93.8,0.5,1.2,0,0,1838,56607,9624,30165,2677,4.8,5.7,40.9,11.2,18,15.6,14.3,73,10.3,0,11.6,2,3.1,13.4,1219,59.8,23.6,16.5,0.1,2.1,2497
"154","South Dakota",26250,26897,1.9,93.6,1,0.5,1.1,0,37319,81849,2971,39404,1981,3,2.4,44.5,11.1,26.9,8.3,9.3,87.6,6.4,0,0.8,0.7,4.4,19.6,29254,85,9.4,5.4,0.2,2.1,53147
"155","Iowa",8009,8222,2.5,95.6,0.8,0,0.2,0,12322,58077,5869,29881,1529,9.8,14.7,30.3,18,22,11.5,18.2,79.6,10.2,0.2,3.9,0.6,5.5,22.5,8623,76.2,14.4,9.1,0.2,2.1,16231
"156","Iowa",7598,7568,2.2,95.5,0.8,0.1,0.6,0,11763,54868,2977,29949,1091,10,14.1,35.1,13.5,21.7,11.8,17.9,82.4,5.5,0.8,4.1,1.7,5.7,14.7,7646,74.7,11.8,13.2,0.2,2.1,15166
"157","South Dakota",9219,8944,9.1,79.5,0.4,1.4,9.3,0,11807,48995,3809,24950,963,23.7,38.4,29.7,13,23.5,9.4,24.3,80.1,11.3,1.2,2.4,1.4,3.6,13.9,9105,77.4,12.9,9.5,0.3,2.1,18163
"158","Nebraska",3511,3765,3.6,94.2,0,0.7,0.1,0,5630,46576,3646,26859,1988,10.6,13.6,30.7,16.3,23.5,11.4,18.1,77,10.9,0,6,0.2,5.9,16,3694,74.5,10.2,14.8,0.5,2.1,7276
"159","South Dakota",7525,7404,3,92.8,0.7,0.6,1,0,11141,65434,3315,37093,2411,7.3,7.2,38.9,14.1,22.3,10.1,14.6,84.4,7.8,0.1,2.7,0.3,4.8,19.6,7933,82,9.8,7.6,0.6,2.1,14929
"160","Nebraska",1774,1823,4.7,92.1,0.2,0,0.6,0.1,2772,43831,3883,26136,1737,11.3,15.5,35.9,15.5,18.4,16.6,13.7,75.8,13.6,0.4,3.8,0.3,6.1,20.9,1764,67.8,17.5,12.3,2.4,2.1,3597
"161","Kansas",7315,7442,2.5,90.5,3.2,0.7,0.9,0,10929,39379,3355,20707,1127,17.6,26,29.5,20.1,22,10.6,17.7,78.9,9.9,0.1,4,1.4,5.6,17.1,6414,78.2,15.4,6.3,0.1,2.2,14757
"162","South Dakota",4140,4102,2.1,95.7,0.4,0.5,0,0,6269,54294,3638,27844,1069,10.6,12.8,34.6,18.8,18,13.8,14.8,77,9.8,0.1,4.8,2,6.3,25.4,4307,72.1,11.5,16.3,0.1,2.2,8242
"163","Iowa",17407,17285,10.2,87.5,0.4,0.2,0.7,0,23757,66022,1721,27339,1013,7.9,9.8,35.8,16.2,19.2,12.7,16.1,76.2,8.3,0.4,3.7,1.2,10.2,12.9,18678,82.3,9.9,7.7,0.2,2.2,34692
"164","North Dakota",3091,2860,2.3,95.1,0.2,1.6,0.1,0,4507,61788,3074,36874,4623,7.9,8.2,34.6,13.6,18.9,19.5,13.4,75.5,7.8,0,8.6,1,7,26.5,3005,68.8,13.4,17.7,0.2,2.2,5951
"165","Kansas",1488,1475,2.4,95.5,0.4,0.3,0,0.1,2371,43125,4266,24361,2118,14.2,25.7,41.4,13,17.1,13,15.6,76.7,9.7,0,5.2,2.3,6.2,18.4,1324,62.8,19.5,17.4,0.3,2.2,2963
"166","Kansas",2846,2726,3.3,94.3,0.3,0.1,0.1,0,4194,47992,2186,26927,1707,9.7,13.6,30.6,14.7,18.7,19.1,16.9,77.7,11.6,0.1,4,1.6,4.9,19.2,2787,72.2,17.2,10.3,0.4,2.2,5572
"167","North Dakota",1242,1359,3.7,91.2,0.7,2.6,0,0.2,2029,56118,5052,32544,3230,9.3,14.5,36.2,11.5,26.3,17.9,8.1,78.3,5.6,0.9,9,0.3,6.1,19.8,1181,65.4,16.3,18,0.4,2.2,2601
"168","Nebraska",10546,10407,2.1,95.6,0.3,0.2,0.3,0,15594,65015,2621,31163,1011,9,14.4,35.6,16.5,21.5,12.3,14.1,84.1,8.7,0,2.3,0.9,3.9,25.3,11034,75.5,16.5,7.5,0.5,2.2,20953
"169","Nebraska",3087,2113,9.9,80.8,6.8,0.7,0.9,0,4090,49564,4629,22398,2930,10.1,10.3,36.1,21.4,17.2,10.3,15.1,76.1,11.5,0.2,4.6,1.6,6,22.1,1998,60.8,25.8,12.9,0.5,2.2,5200
"170","South Dakota",1047,1037,0.5,88.7,0,7.7,0,0,1554,38873,2266,22863,3016,17.2,27.3,37.4,13.1,18.7,16.5,14.3,67.5,3.6,0,10.1,0,18.8,11.5,902,62.4,13.3,23.7,0.6,2.2,2084
"171","Texas",3678,3420,62.7,34.6,1.5,0.1,0.9,0.2,3916,43523,7943,18662,3203,22.3,33.8,22.9,20.7,17.4,24,15,69.6,8.2,0,5.9,7.7,8.6,16.5,3157,77.1,11.8,10.4,0.8,2.2,7098
"172","Wyoming",3756,3361,1.4,91.6,0.5,0.1,4.3,0,5510,59605,7853,30955,2609,14.4,24.1,32,15,15.8,17.9,19.3,72.7,6.7,9.1,3,1.6,6.9,25.7,3407,68.2,21.9,8.8,1.1,2.2,7117
"173","Texas",1740,1862,10.1,83.8,3.2,0,0,0,2811,36157,3798,30820,8919,13.1,3.4,34.2,17.9,27.2,14.9,5.9,89.5,7,0,1.6,1.4,0.6,10.6,1434,70.9,17.2,11.9,0,2.3,3602
"174","Montana",4778,4353,3.3,90.5,0.4,1.3,0.5,0,7666,41235,2892,25107,2131,18.8,24.3,29.6,24.7,20.2,13.8,11.8,73.5,11.3,0.2,4.2,1.5,9.3,17.2,3881,62.4,31.4,6.2,0.1,2.3,9131
"175","Iowa",6979,6965,4.5,93.2,0.7,0.2,0.9,0,10444,56314,5663,32051,2201,9.7,13.3,29.2,15.4,20.8,12.3,22.3,73.7,10.5,3.5,4.4,2,6,16.3,7418,79.2,9.8,11,0.1,2.3,13944
"176","Iowa",5080,4734,1.8,94.8,1.8,0.3,0.3,0,7731,46302,3680,27370,1244,15.3,21.3,33.3,18.5,19.7,14,14.3,82.4,7.6,0.5,2,1.5,6,20.4,4370,69.9,16.7,13.2,0.1,2.3,9814
"177","Utah",20499,19232,11.4,84.8,0.7,0.2,1.6,0,27127,94952,4770,52671,2194,7.5,9.2,46.8,18.4,19.3,7.9,7.6,73.1,6.5,1.6,2.2,2.7,13.9,25,21711,80.1,12.6,7.2,0.2,2.3,39731
"178","Minnesota",12550,12693,4.1,93.9,0.3,0.1,0.7,0.1,19442,55764,1955,29696,1334,8.1,11.1,30.1,17.2,21.2,11.4,20,79.5,6.8,0.5,5,1.2,7,15.1,13588,82.1,9.4,8.4,0.2,2.3,25243
"179","Iowa",7433,7768,6,89.6,1.1,0,3,0,11467,55836,3493,27963,1460,9.4,11.7,31.8,17.5,19.5,12.2,18.9,83.4,6.9,0,3.9,0.6,5.3,18.4,7735,73.8,16.4,9.5,0.2,2.3,15201
"180","Kansas",1019,1138,27.7,69.6,0.7,0,0.5,0,1364,55109,14474,27111,3208,4.4,2.2,34.9,16.3,12.1,19.7,17,65.3,13.5,0,11.5,0,9.7,11.8,1095,67.6,16.9,15,0.5,2.3,2157
"181","Nebraska",1892,1911,10.5,88.9,0.1,0,0,0,2688,54568,3526,33708,6747,8,8.8,34.3,9.7,22.4,18.8,14.8,76.6,4.9,0,3.7,4,10.8,12.7,2007,66.6,12.9,20.1,0.5,2.3,3803
"182","Oklahoma",1118,1103,20.8,77.7,0.3,0.6,0.2,0,1549,44667,6752,28461,3941,15.9,20.8,35.2,11.1,20.1,17,16.7,86.5,4.6,0,2.8,2,4.1,14.7,1027,58.4,28.6,12.3,0.7,2.3,2221
"183","Kansas",2752,2853,4.5,92.3,0.1,0.2,0.5,0,4358,50338,3365,26569,1751,9.8,12.5,29,19.5,18.3,18.8,14.4,77.5,7.7,0,6.2,0.9,7.7,21.3,2745,67.1,16.7,15.5,0.7,2.3,5605
"184","North Dakota",950,872,3.7,91.5,0.4,2.7,0.4,0,1426,71500,6293,38604,4878,3.1,0.3,40.2,12.4,15.8,21.4,10.1,67.3,11.5,0,1.9,1.8,17.5,29.1,910,57.4,21.9,19.6,1.2,2.3,1822
"185","Oklahoma",2464,2440,6.6,83.3,0.2,0.8,0.5,0,3496,52930,3469,25821,2008,18.6,30,30.4,16.6,18.4,20.7,13.9,80.7,6.6,0.1,2.8,0.6,9.2,21.7,2086,68.1,17.5,12.8,1.5,2.3,4904
"186","Puerto Rico",4366,4508,98.8,1.2,0,0,0,0,6934,14404,2771,7154,794,57.6,80.6,29.1,24.3,26,7.2,13.4,84.9,7.5,0,5.2,0,2.3,28.4,2309,56.6,36.7,6.7,0,2.4,8874
"187","Texas",1903,1933,66.1,33,0.9,0,0,0,2618,52310,7773,23296,3356,20.9,39.8,26.4,17,19.1,24.5,13,80,16.5,0,0,0,3.5,22.3,1733,66.9,19.2,13.8,0,2.4,3836
"188","Texas",404,485,7.4,90.6,0,0,0.4,0,625,79167,8098,34555,5327,3.3,7.3,46.2,15.2,14.2,9.3,15.2,77.7,13.7,0,2.3,0,6.3,22.2,409,58.2,24,17.8,0,2.4,889
"189","Iowa",39934,40930,6.1,86.2,1.3,0.1,4.2,0.1,54705,82719,3270,42417,1342,5.4,5.2,51.1,11.4,23,5.7,8.8,85.8,7.1,0.2,1.3,0.6,5,21.1,44329,83.7,11.9,4.3,0.1,2.4,80864
"190","Minnesota",49086,49713,4.1,89.6,1.5,0.2,2.5,0,69628,93095,2193,44212,1682,4,3.3,46.5,14.3,24.2,6.1,8.9,82.5,7,2,1.2,0.9,6.4,26.3,55757,85.5,9.1,5.2,0.1,2.4,98799
"191","Alaska",2049,1289,9.7,15.5,4.8,37.4,26.1,1.4,2057,66607,2827,31254,2187,16.7,20,16.3,13.6,9.6,15.2,45.3,26.4,5.8,0.1,59.2,3.3,5.3,5.1,2405,70.9,21,8.1,0.1,2.4,3338
"192","North Dakota",2772,2639,1.6,95,0.7,0.2,0.6,0,4100,62524,4175,33574,2711,6.6,5.5,31.4,19.1,13.9,12.2,23.5,71.9,13.8,0,4.6,0.1,9.6,18.6,2794,72.4,13.6,13.9,0.1,2.4,5411
"193","Idaho",6686,6434,6.7,91.3,0.3,0.6,0,0.1,8334,51583,5632,20454,1184,12.2,16.8,27.1,12.2,23.7,16.7,20.3,77.6,12.7,0.6,3.2,1,4.9,25,5679,85.1,10.5,4.1,0.2,2.4,13120
"194","Utah",14903,14403,13.5,83.6,0.1,0.1,1.2,0,18354,74552,4096,30086,1703,7.8,10.2,36.7,20.9,24.4,10.6,7.4,78.6,12.2,0,1.5,0.9,6.7,23.3,14397,78.1,15.1,6.5,0.2,2.4,29306
"195","Nebraska",6795,7037,4.9,90.9,1.2,0.3,0.3,0,10561,59966,6942,28298,1441,9.7,12.9,39.6,15.3,19.6,11.1,14.4,80.9,8.6,0.1,3.9,0.5,5.9,15.5,7132,77.1,13.9,8.9,0.2,2.4,13832
"196","North Dakota",8434,7899,2.7,91.9,0.5,2.6,0.4,0,12742,60551,3224,29818,1157,9.7,9.9,33.9,16.4,17.2,12.6,19.9,77.7,10.8,0,4.2,1.7,5.6,18.2,8842,77.8,12.5,9.5,0.3,2.4,16333
"197","North Dakota",15395,14664,2.7,90.9,0.6,4,0.1,0,23228,65385,4760,37335,2849,7.9,7.4,33.9,16.2,21.9,13.9,14,84.1,8.6,0,1.6,0.7,5.1,20.1,17262,75.4,14.4,9.8,0.3,2.4,30059
"198","Colorado",5010,5099,22.6,75.7,0.5,0.3,0,0,6732,44668,2373,24789,1902,14.3,21.7,29.4,14.4,22.2,21.4,12.6,68.8,13.8,0.1,6.5,0.3,10.5,15.7,4940,71.6,15.5,12.4,0.5,2.4,10109
"199","Minnesota",5511,5425,23.3,74,0.5,0.2,1,0,7420,50044,5610,26884,1238,12.2,20.4,28.1,14.3,19.3,15.2,23,76,9.1,0.4,6.7,1.2,6.7,18.4,5641,79.2,12.2,8,0.6,2.4,10936
"200","Iowa",6011,5734,2.5,96.1,0.1,0.2,0.2,0.1,8322,62012,2497,28356,1285,4.9,5.6,37.7,15.6,19.3,13,14.5,79.3,7.6,0.1,5.3,0.5,7.2,16.2,6004,74.2,12.3,12.9,0.6,2.4,11745
"201","North Dakota",1217,1161,1.1,93.3,1,1.1,1.5,0,1911,54223,11500,39171,4760,13,10.5,36,16.2,15.9,21.1,10.8,67.1,12,0,4,0.3,16.6,17,1201,62.3,7.8,28.8,1.1,2.4,2378
"202","North Dakota",1188,1199,0.8,96.9,0.1,1.4,0.1,0,1905,50875,6052,33537,2615,12.8,11.2,49.6,14.4,12,11.6,12.4,60.7,6.1,0,7.9,1.4,23.8,22.1,1158,53,13.7,31.7,1.6,2.4,2387
"203","Montana",776,834,2.5,93.2,0,1.5,0,0,1324,51136,7216,31211,2600,8.2,6.6,39.6,13.4,16.8,21.7,8.5,69.9,7.6,0,8.1,0,14.4,16.9,954,50.9,25.9,21.5,1.7,2.4,1610
"204","Texas",555,529,22.7,72.6,3.5,0,0,0,823,46786,13949,28063,4263,13.9,20.1,34.8,16.7,16.1,16.7,15.6,84.1,12.5,0,0,1.8,1.6,17.7,442,54.3,30.5,13.1,2,2.4,1084
"205","New Mexico",2285,1931,41.3,52,1.3,2.2,0,0,3138,38240,2505,23180,3971,14.2,26.2,31.7,30.7,12.2,11.8,13.6,75.5,16,0.9,2,4.1,1.5,15.1,1535,67.4,27.1,5.5,0,2.5,4216
"206","Nebraska",4899,5113,6.7,89.9,0.4,0.3,0.8,0,7472,58770,4189,32995,1853,10.9,16.3,39.3,16.5,25.4,8,10.8,81.3,11.7,0,1.8,1.5,3.8,13.3,5587,81.8,12.2,6,0,2.5,10012
"207","Georgia",1547,1704,5.4,52.1,41.3,0.2,0.6,0.5,2512,43867,6318,22270,2612,19.5,19.4,28.5,11.4,27.8,19.9,12.4,88.8,8,0,1.1,0.6,1.5,27.4,1286,70.1,23.1,6.8,0,2.5,3251
"208","Wyoming",4535,4168,7.8,89.2,0,0,0.5,0,6753,47380,4737,31242,5676,10.5,18.4,29.1,15.4,20.4,21.6,13.6,75.6,8.8,0.3,3.9,1.3,10.1,16.9,4289,71.9,16.9,11.2,0,2.5,8703
"209","Nebraska",8582,8463,2.5,95,0.5,0.1,0.6,0,12878,63095,3306,29398,1260,9.2,9.7,36.6,16.3,19.5,11.8,15.8,80.6,7.8,0.1,5.3,0.8,5.5,21.7,8759,77.7,14.5,7.6,0.2,2.5,17045
"210","Iowa",10052,10376,2.4,95.3,1.5,0.1,0.2,0,15339,54563,2886,29191,1153,10.3,12.8,31.3,15.6,24.4,10.7,18.1,83.4,6.3,0.4,2.3,0.9,6.7,14,10592,79.3,10.4,10.1,0.2,2.5,20428
"211","South Dakota",14163,13800,2.1,93.2,0.5,1.7,0.6,0,21007,52025,2248,29249,1744,11.7,12.5,27.4,15.7,27.9,10.2,18.7,83.9,7.6,0.3,2.1,0.8,5.4,14.4,15522,81.5,11,7.2,0.3,2.5,27963
"212","Iowa",6053,6087,2.2,96.3,0.4,0.3,0.4,0,9149,50688,3491,27973,1549,8.9,11.3,30.4,15.6,18.2,12.8,23,78.9,8.4,0.3,4.7,0.7,6.9,19.6,6269,76,13.8,9.9,0.3,2.5,12140
"213","Nebraska",2800,2803,3.9,94,0.6,0.4,0.2,0,4450,56750,2717,30874,1939,9.9,12,34.2,15.3,20.3,15.4,14.8,81.2,7.2,0.1,5.2,1.6,4.8,16.3,2893,72.5,16.5,10.6,0.4,2.5,5603
"214","Nebraska",5357,5479,2.9,95,0.8,0,0.8,0,8175,48836,3351,32605,4093,11.9,15.9,32.8,19.5,18.9,15.6,13.1,74.4,10.4,0,4.6,1.8,8.8,16.2,5636,72.4,12.6,14.6,0.4,2.5,10836
"215","Kansas",14238,14554,4,91.8,1,0.5,0.5,0,21845,56946,3025,29508,1020,7.6,7.8,36.1,17.1,18.4,9.9,18.5,83.2,7.4,0.1,4.9,1.1,3.3,13.5,15238,78.1,12.6,8.8,0.5,2.5,28792
"216","Iowa",8634,8605,4.2,92.3,1.4,0.3,0.6,0,13212,52207,1841,28445,1356,8,9.9,32.7,16.2,20,12.6,18.4,82.9,7.7,0.1,4.3,1.2,3.8,17.9,8542,77.2,13.4,8.9,0.5,2.5,17239
"217","Iowa",6586,6741,2.4,95.8,0.3,0.1,0.5,0.2,10284,45637,3680,26427,1466,15.1,25.1,29.4,16.7,22.4,13.2,18.3,78,10.9,0.7,4.8,0.8,4.8,18.4,6544,76.7,12.1,10.7,0.5,2.5,13327
"218","Kansas",3127,2400,5.1,89.5,2.4,0.7,0.4,0.3,4358,50673,6181,22935,1839,11.6,23.2,35.9,18,23.4,11.9,10.7,82.1,10.9,0,0.2,0.9,5.9,13.6,2523,61.8,24.8,12.9,0.5,2.5,5527
